conversation_id,tweet_id,original_text,normalized_text,cluster_id
conv_AppleSupport_2677932,2677932,"@AppleSupport wife and I both pre-ordered iPhone X  Now our credit card has charges but in 2 different amounts, same phones. Odd?","<USER> wife and I both pre-ordered iPhone X Now our credit card has charges but in 2 different amounts, same phones. Odd?",4
conv_AppleSupport_2730329,2730329,@AppleSupport  still haven’t fixed the “I️” issue when writing I️ see... https://t.co/83fTOHcpzL,<USER> still haven’t fixed the “I️” issue when writing I️ see... <URL>,0
conv_AppleSupport_1882951,1882951,@AppleSupport SPEND CLOSE TO $1000 ON A PHONE JUST TO WATCH IT FREEZE FOR 10 MINUTES WHILE TAKING A SNAPCHAT CAUSE OF IOS 11.,<USER> SPEND CLOSE TO $1000 ON A PHONE JUST TO WATCH IT FREEZE FOR 10 MINUTES WHILE TAKING A SNAPCHAT CAUSE OF IOS 11.,3
conv_AppleSupport_1282401,1282401,My phone has aids since I updated it - wtf is going on @115858?,My phone has aids since I updated it - wtf is going on <USER>?,6
conv_AppleSupport_1433655,1433655,@115858 the 3-4 second lag when skipping songs in music app is annoying. Please fix this bug!,<USER> the 3-4 second lag when skipping songs in music app is annoying. Please fix this bug!,5
conv_AppleSupport_1768194,1768194,@115858 how come when I call to talk to someone to dispute a charge to my account I get told to visit some site and don’t get a live person,<USER> how come when I call to talk to someone to dispute a charge to my account I get told to visit some site and don’t get a live person,4
conv_AppleSupport_1434148,1434148,- every since I️ updated my phone I’ve been seeing a whole bunch of question marks in a box like I️ got an Android 🤬🤔 wassup @115858 ❓❗️,- every since I️ updated my phone I’ve been seeing a whole bunch of question marks in a box like I️ got an Android 🤬🤔 wassup <USER> ❓❗️,0
conv_AppleSupport_1783289,1783289,@115858 @AppleSupport: My phone crashed 4 Times today.  Is iOS 11 still in beta?         #iOS11=WindowsVista,<USER> <USER>: My phone crashed 4 Times today. Is iOS 11 still in beta? #iOS11=WindowsVista,3
conv_AppleSupport_1581476,1581476,@AppleSupport you gotta fix this bug! Messing up all my post! I #iOS11 https://t.co/ymB9oQAmIb,<USER> you gotta fix this bug! Messing up all my post! I #iOS11 <URL>,3
conv_AppleSupport_1567563,1567563,@115858 @AppleSupport Why is my darn use of “I” being transferred to I️? I’ll have to trade my iphone for @122609 something if u don’t fix!,<USER> <USER> Why is my darn use of “I” being transferred to I️? I’ll have to trade my iphone for <USER> something if u don’t fix!,0
conv_AppleSupport_1457405,1457405,the amt of time I️ spend picking out candles at tj maxx should be illegal,the amt of time I️ spend picking out candles at tj maxx should be illegal,4
conv_AppleSupport_1909200,1909200,@AppleSupport awful software update. My iPhone 7 needs restarting 3/4 times a day due to it freezing.. sort it !! 😬😬,<USER> awful software update. My iPhone 7 needs restarting 3/4 times a day due to it freezing.. sort it !! 😬😬,6
conv_AppleSupport_2429206,2429206,@AppleSupport my iPhone 7 won’t turn on for some reason. Put it in recovery mode on iTunes and got error 4005. Help?,<USER> my iPhone 7 won’t turn on for some reason. Put it in recovery mode on iTunes and got error 4005. Help?,2
conv_AppleSupport_2014335,2014335,OK HOW DO I️ FIX THIS “i” SHIT ON MY PHONE IM OVER IT @115858,OK HOW DO I️ FIX THIS “i” SHIT ON MY PHONE IM OVER IT <USER>,0
conv_AppleSupport_775060,775060,"Hey, @AppleSupport, I’d like to know the battery health of my iPhone 6s Plus; it’s acting weird.","Hey, <USER>, I’d like to know the battery health of my iPhone 6s Plus; it’s acting weird.",1
conv_AppleSupport_1683374,1683374,@115858  fix this I️ shit man,<USER> fix this I️ shit man,7
conv_AppleSupport_2113043,2113043,"@AppleSupport I cannot edit pictures to use the Portrait Lighting, am I doing something wrong? https://t.co/hQaOBxlEPm","<USER> I cannot edit pictures to use the Portrait Lighting, am I doing something wrong? <URL>",5
conv_AppleSupport_1048084,1048084,@AppleSupport why is my iPhone all of a sudden making a fire alarm sound?!? did someone hack my phone?!? #iAmAfraid phone will explode,<USER> why is my iPhone all of a sudden making a fire alarm sound?!? did someone hack my phone?!? #iAmAfraid phone will explode,2
conv_AppleSupport_1709355,1709355,@115858 what the fuck https://t.co/LB9KpiXBJj,<USER> what the fuck <URL>,7
conv_AppleSupport_2020442,2020442,@AppleSupport when will this bug be fixed? https://t.co/5NlTVjgBkw,<USER> when will this bug be fixed? <URL>,7
conv_AppleSupport_752424,752424,Then my MacBook Air @115858 laptop screen went black and won't turn on what so ever! It was funny charged and isn't damaged so no laptop,Then my MacBook Air <USER> laptop screen went black and won't turn on what so ever! It was funny charged and isn't damaged so no laptop,5
conv_AppleSupport_2401251,2401251,"@AppleSupport dears i have trouble with s box all my photos loved one there i updated my fone since, now i can not retrieve pls help https://t.co/La47Y8Pn28","<USER> dears i have trouble with s box all my photos loved one there i updated my fone since, now i can not retrieve pls help <URL>",5
conv_AppleSupport_565021,565021,@115858 PLEASE fix you iOS 11 omg. The touch screen freezing and the restarting is really annoying,<USER> PLEASE fix you iOS 11 omg. The touch screen freezing and the restarting is really annoying,3
conv_AppleSupport_1012973,1012973,Toujours plus de bug sous #iOS11 (cc @AppleSupport ) https://t.co/Vz45F0yD0T,Toujours plus de bug sous #iOS11 (cc <USER> ) <URL>,3
conv_AppleSupport_2312100,2312100,Hi @115858 @AppleSupport ... please fix Siri.... she’s living in the past 🤷🏼‍♀️🙄 https://t.co/K1egIWkrWE,Hi <USER> <USER> ... please fix Siri.... she’s living in the past 🤷🏼‍♀️🙄 <URL>,7
conv_AppleSupport_1460612,1460612,Someone tell me whats wrong with my I’s and why they keep changing to this after I️ hit enter cause they dont look like this when I’m typing https://t.co/dhvyzYkb2X,Someone tell me whats wrong with my I’s and why they keep changing to this after I️ hit enter cause they dont look like this when I’m typing <URL>,0
conv_AppleSupport_188282,188282,Tiered of my wi-fi automatically disconnecting from my #iPhone when on standby &amp; is locked. Unsure if its #iOS issue or nt? @AppleSupport,Tiered of my wi-fi automatically disconnecting from my #iPhone when on standby &amp; is locked. Unsure if its #iOS issue or nt? <USER>,2
conv_AppleSupport_874936,874936,"Hey @AppleSupport can you fix the bugs in iOS 11, battery and keyboard, Pls God! With iOS 11.0.3 still the same problems","Hey <USER> can you fix the bugs in iOS 11, battery and keyboard, Pls God! With iOS 11.0.3 still the same problems",3
conv_AppleSupport_1790878,1790878,"@AppleSupport trying to charge my watch, with the original charger as i’ve done for the past 2 years, suddenly I get this: https://t.co/t5ek6OB0Tv","<USER> trying to charge my watch, with the original charger as i’ve done for the past 2 years, suddenly I get this: <URL>",7
conv_AppleSupport_1178096,1178096,ok so my phone won’t let me send imessages or use my maps WHY THOSE ARE IMPORTANT @AppleSupport,ok so my phone won’t let me send imessages or use my maps WHY THOSE ARE IMPORTANT <USER>,2
conv_AppleSupport_1857818,1857818,"@AppleSupport The battery drain on ios11.3 is awful. Hurry up and sort it, Apple","<USER> The battery drain on ios11.3 is awful. Hurry up and sort it, Apple",1
conv_AppleSupport_902869,902869,"Hey 
I bought  My 1st NEW Iphone on 19OCt2017 from the same day I face issue with charger and speaker. I call and take with Call  @115858",Hey I bought My 1st NEW Iphone on 19OCt2017 from the same day I face issue with charger and speaker. I call and take with Call <USER>,2
conv_AppleSupport_1626268,1626268,@AppleSupport yesterday I updated my iPhone to iOS 11.1 and the Touch ID hasn’t work so far.  What can I do?,<USER> yesterday I updated my iPhone to iOS 11.1 and the Touch ID hasn’t work so far. What can I do?,3
conv_AppleSupport_592252,592252,"@AppleSupport howdy. My Apple Music hasn't been working the last few days, just keeps saying loading when I try to search for music or go into the browse section. Any idea what it could be? https://t.co/MJXUx653WW","<USER> howdy. My Apple Music hasn't been working the last few days, just keeps saying loading when I try to search for music or go into the browse section. Any idea what it could be? <URL>",5
conv_AppleSupport_858899,858899,@AppleSupport How do you autoplay podcasts??? It’s absurd that you took that away. Also dangerous when driving!,<USER> How do you autoplay podcasts??? It’s absurd that you took that away. Also dangerous when driving!,5
conv_AppleSupport_1991530,1991530,@AppleSupport CAN U HELP ME! my phone keeps changing the letter ‘I’ to I️,<USER> CAN U HELP ME! my phone keeps changing the letter ‘I’ to I️,0
conv_AppleSupport_181379,181379,Wtf is wrong with the iphone 7 lately 🤔🤔 @115858 my phone does whatever it wants 🙄,Wtf is wrong with the iphone 7 lately 🤔🤔 <USER> my phone does whatever it wants 🙄,2
conv_AppleSupport_685372,685372,@115858 deben solucionar el problema de consumo excesivo de batería con las actualizacion de iOS11 en iPhone.,<USER> deben solucionar el problema de consumo excesivo de batería con las actualizacion de iOS11 en iPhone.,3
conv_AppleSupport_36063,36063,"Klucííí... z @115858, co mi to děláte? Safari s #iOS 11.1 na #iPhone8Plus neustále padá 📲🕳 chápu, je podzim 🍏🍂...ale tohle nebaví! 🤨 #Fail","Klucííí... z <USER>, co mi to děláte? Safari s #iOS 11.1 na #iPhone8Plus neustále padá 📲🕳 chápu, je podzim 🍏🍂...ale tohle nebaví! 🤨 #Fail",3
conv_AppleSupport_1670636,1670636,@AppleSupport you’re glitch is messing with my tweets and “I️” don’t appreciate it,<USER> you’re glitch is messing with my tweets and “I️” don’t appreciate it,0
conv_AppleSupport_557745,557745,@AppleSupport music app continually freezing.,<USER> music app continually freezing.,5
conv_AppleSupport_322061,322061,@115858 from the day I have installed 11.1 my iPhone battery life sucks. Without any use its going 70% from 100% in 30min.plz fix this,<USER> from the day I have installed 11.1 my iPhone battery life sucks. Without any use its going 70% from 100% in 30min.plz fix this,1
conv_AppleSupport_1524126,1524126,@AppleSupport Had my iphone 7 just over 3 weeks and everytime I watch a video on youtube it seems to get really hot. Any advice?,<USER> Had my iphone 7 just over 3 weeks and everytime I watch a video on youtube it seems to get really hot. Any advice?,2
conv_AppleSupport_1272415,1272415,"@118845 hi i heard you do free cord replacement, is this true? My jack broke off.","<USER> hi i heard you do free cord replacement, is this true? My jack broke off.",4
conv_AppleSupport_1646714,1646714,@115858 can y’all fix my “I️” 😩,<USER> can y’all fix my “I️” 😩,0
conv_AppleSupport_851231,851231,@AppleSupport my phone has been charging for 3.5 HOURS and Is only at 19% WHAT IS GOING ON,<USER> my phone has been charging for 3.5 HOURS and Is only at 19% WHAT IS GOING ON,2
conv_AppleSupport_2852258,2852258,i record with the screen recorder and the sound keeps being off??? idk why it works and then suddenly there is no sound https://t.co/v2b5hgyavJ,i record with the screen recorder and the sound keeps being off??? idk why it works and then suddenly there is no sound <URL>,5
